system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes,scenario,type,timestamp,anomaly
17.014,0.041,0.0,192622,0,0,2018-01-02 07:08:00,0
4.613,0.009,0.0,52876,0,0,2018-01-02 07:09:00,0
60.828,0.089,0.0,28241,0,0,2018-01-02 07:10:00,0
35.156,0.064,0.0,48017,0,0,2018-01-02 07:11:00,0
17.709,0.035,0.0,73539,0,0,2018-01-02 07:12:00,0
5.543,0.012,0.0,35745,0,0,2018-01-02 07:13:00,0
5.741,0.01,1075.0,55876,0,0,2018-01-02 07:14:00,0
6.641,0.011,752.91,55345,0,0,2018-01-02 07:15:00,0
6.737,0.011,0.0,59041,0,0,2018-01-02 07:16:00,0
6.504,0.013,686.327,56367,0,0,2018-01-02 07:17:00,0
11.043,0.026,0.0,84814,0,0,2018-01-02 07:18:00,0
22.767,0.046,687.306,60743,0,0,2018-01-02 07:19:00,0
10.452,0.022,2216.0,62571,0,0,2018-01-02 07:20:00,0
6.696,0.01,1005.0,34624,0,0,2018-01-02 07:21:00,0
47.315,0.088,0.0,82455,0,0,2018-01-02 07:22:00,0
8.717,0.025,1072.0,59992,0,0,2018-01-02 07:23:00,0
5.565,0.009,0.0,31334,0,0,2018-01-02 07:24:00,0
18.145,0.033,0.0,69370,0,0,2018-01-02 07:25:00,0
26.314,0.045,0.0,31495,0,0,2018-01-02 07:26:00,0
7.05,0.012,0.0,48815,0,0,2018-01-02 07:27:00,0
7.3,0.02,0.0,81274,0,0,2018-01-02 07:28:00,0
40.356,0.061,0.0,53767,0,0,2018-01-02 07:29:00,0
8.189,0.015,0.0,56230,0,0,2018-01-02 07:30:00,0
8.545,0.013,0.0,33902,0,0,2018-01-02 07:31:00,0
32.873,0.06,0.0,82027,0,0,2018-01-02 07:32:00,0
9.871,0.023,2210.0,37508,0,0,2018-01-02 07:33:00,0
18.053,0.034,823.11,58411,0,0,2018-01-02 07:34:00,0
11.443,0.023,961.825,61657,0,0,2018-01-02 07:35:00,0
19.686,0.034,68.667,59279,0,0,2018-01-02 07:36:00,0
9.778,0.018,137.122,61263,0,0,2018-01-02 07:37:00,0
8.667,0.02,1275.0,59799,0,0,2018-01-02 07:38:00,0
8.594,0.015,0.0,54798,0,0,2018-01-02 07:39:00,0
8.179,0.015,1340.0,70876,0,0,2018-01-02 07:40:00,0
7.055,0.013,0.0,51053,0,0,2018-01-02 07:41:00,0
7.346,0.013,0.0,29570,0,0,2018-01-02 07:42:00,0
19.459,0.048,1813.0,53855,0,0,2018-01-02 07:43:00,0
11.262,0.019,0.0,73787,0,0,2018-01-02 07:44:00,0
8.213,0.013,0.0,56288,0,0,2018-01-02 07:45:00,0
8.0,0.013,0.0,55706,0,0,2018-01-02 07:46:00,0
10.811,0.02,685.58,59921,0,0,2018-01-02 07:47:00,0
8.129,0.021,961.18,64968,0,0,2018-01-02 07:48:00,0
10.136,0.017,0.0,36671,0,0,2018-01-02 07:49:00,0
7.91,0.012,0.0,59229,0,0,2018-01-02 07:50:00,0
5.284,0.01,617.772,84193,0,0,2018-01-02 07:51:00,0
6.826,0.013,0.0,61029,0,0,2018-01-02 07:52:00,0
47.077,0.103,824.076,58345,0,0,2018-01-02 07:53:00,0
3.619,0.006,0.0,34459,0,0,2018-01-02 07:54:00,0
14.568,0.023,0.0,53087,0,0,2018-01-02 07:55:00,0
4.851,0.008,0.0,49744,0,0,2018-01-02 07:56:00,0
48.296,0.087,0.0,67947,0,0,2018-01-02 07:57:00,0
9.652,0.025,137.473,57057,0,0,2018-01-02 07:58:00,0
34.933,0.053,479.726,30853,0,0,2018-01-02 07:59:00,0
9.486,0.017,548.373,55627,0,0,2018-01-02 08:00:00,0
7.658,0.015,480.268,78794,0,0,2018-01-02 08:01:00,0
6.345,0.009,0.0,57083,0,0,2018-01-02 08:02:00,0
14.745,0.034,0.0,61698,0,0,2018-01-02 08:03:00,0
7.631,0.018,482.755,61826,0,0,2018-01-02 08:04:00,0
7.115,0.013,0.0,60933,0,0,2018-01-02 08:05:00,0
16.264,0.025,0.0,33670,0,0,2018-01-02 08:06:00,0
5.686,0.012,0.0,85585,0,0,2018-01-02 08:07:00,0
7.308,0.019,618.679,51422,0,0,2018-01-02 08:08:00,0
8.136,0.016,0.0,71057,0,0,2018-01-02 08:09:00,0
5.227,0.008,0.0,31303,0,0,2018-01-02 08:10:00,0
20.757,0.039,822.628,52820,0,0,2018-01-02 08:11:00,0
5.204,0.009,0.0,68015,0,0,2018-01-02 08:12:00,0
5.974,0.016,0.0,33806,0,0,2018-01-02 08:13:00,0
6.069,0.009,0.0,50567,0,0,2018-01-02 08:14:00,0
45.643,0.086,137.196,77642,0,0,2018-01-02 08:15:00,0
5.833,0.012,0.0,58885,0,0,2018-01-02 08:16:00,0
7.024,0.014,343.12,58706,0,0,2018-01-02 08:17:00,0
9.294,0.021,0.0,62256,0,0,2018-01-02 08:18:00,0
13.552,0.03,0.0,59640,0,0,2018-01-02 08:19:00,0
31.143,0.058,1140.0,58919,0,0,2018-01-02 08:20:00,0
66.409,0.104,0.0,57591,0,0,2018-01-02 08:21:00,0
39.341,0.06,0.0,57530,0,0,2018-01-02 08:22:00,0
5.747,0.017,0.0,41586,0,0,2018-01-02 08:23:00,0
4.364,0.007,0.0,58161,0,0,2018-01-02 08:24:00,0
6.605,0.01,0.0,54840,0,0,2018-01-02 08:25:00,0
5.204,0.01,0.0,76510,0,0,2018-01-02 08:26:00,0
11.478,0.022,0.0,51355,0,0,2018-01-02 08:27:00,0
35.149,0.083,1878.0,51033,0,0,2018-01-02 08:28:00,0
4.211,0.007,0.0,30334,0,0,2018-01-02 08:29:00,0
8.423,0.015,2076.0,53981,0,0,2018-01-02 08:30:00,0
6.51,0.011,0.0,55834,0,0,2018-01-02 08:31:00,0
26.259,0.048,0.0,77919,0,0,2018-01-02 08:32:00,0
16.398,0.044,549.868,41213,0,0,2018-01-02 08:33:00,0
8.636,0.016,343.812,58891,0,0,2018-01-02 08:34:00,0
50.146,0.104,0.0,82359,0,0,2018-01-02 08:35:00,0
5.98,0.01,0.0,35877,0,0,2018-01-02 08:36:00,0
6.897,0.01,343.538,58173,0,0,2018-01-02 08:37:00,0
6.993,0.018,0.0,63326,0,0,2018-01-02 08:38:00,0
76.791,0.117,0.0,57768,0,0,2018-01-02 08:39:00,0
24.07,0.046,0.0,81776,0,0,2018-01-02 08:40:00,0
4.598,0.008,0.0,55436,0,0,2018-01-02 08:41:00,0
13.535,0.02,0.0,49883,0,0,2018-01-02 08:42:00,0
36.883,0.09,275.015,52505,0,0,2018-01-02 08:43:00,0
5.98,0.01,0.0,48674,0,0,2018-01-02 08:44:00,0
10.066,0.015,0.0,52237,0,0,2018-01-02 08:45:00,0
8.673,0.016,0.0,55764,0,0,2018-01-02 08:46:00,0
5.267,0.009,0.0,33967,0,0,2018-01-02 08:47:00,0
7.698,0.022,1209.0,85214,0,0,2018-01-02 08:48:00,0
7.273,0.015,68.641,38812,0,0,2018-01-02 08:49:00,0
6.561,0.013,1075.0,58493,0,0,2018-01-02 08:50:00,0
9.057,0.016,0.0,83012,0,0,2018-01-02 08:51:00,0
17.55,0.038,0.0,38052,0,0,2018-01-02 08:52:00,0
16.373,0.044,616.867,63855,0,0,2018-01-02 08:53:00,0
40.296,0.073,549.085,83449,0,0,2018-01-02 08:54:00,0
16.667,0.028,0.0,57740,0,0,2018-01-02 08:55:00,0
8.76,0.015,1073.0,53838,0,0,2018-01-02 08:56:00,0
6.067,0.009,1474.0,51650,0,0,2018-01-02 08:57:00,0
41.514,0.103,343.408,51645,0,0,2018-01-02 08:58:00,0
5.32,0.009,0.0,48873,0,0,2018-01-02 08:59:00,0
9.62,0.013,0.0,29797,0,0,2018-01-02 09:00:00,0
39.034,0.076,0.0,77326,0,0,2018-01-02 09:01:00,0
4.863,0.008,0.0,55147,0,0,2018-01-02 09:02:00,0
11.396,0.03,0.0,38596,0,0,2018-01-02 09:03:00,0
28.769,0.05,0.0,81444,0,0,2018-01-02 09:04:00,0
6.737,0.015,206.019,40439,0,0,2018-01-02 09:05:00,0
20.612,0.034,0.0,54835,0,0,2018-01-02 09:06:00,0
13.369,0.025,0.0,81815,0,0,2018-01-02 09:07:00,0
6.698,0.014,0.0,60799,0,0,2018-01-02 09:08:00,0
4.462,0.008,0.0,60258,0,0,2018-01-02 09:09:00,0
42.31,0.082,616.197,60042,0,0,2018-01-02 09:10:00,0
5.931,0.009,480.751,31120,0,0,2018-01-02 09:11:00,0
7.292,0.012,1076.0,55945,0,0,2018-01-02 09:12:00,0
52.974,0.135,0.0,76810,0,0,2018-01-02 09:13:00,0
5.067,0.008,0.0,46643,0,0,2018-01-02 09:14:00,0
45.29,0.094,0.0,51377,0,0,2018-01-02 09:15:00,0
8.783,0.014,342.819,52025,0,0,2018-01-02 09:16:00,0
5.208,0.008,0.0,54257,0,0,2018-01-02 09:17:00,0
10.216,0.024,0.0,60527,0,0,2018-01-02 09:18:00,0
8.738,0.019,0.0,38559,0,0,2018-01-02 09:19:00,0
7.646,0.014,617.332,59282,0,0,2018-01-02 09:20:00,0
7.325,0.01,891.59,56260,0,0,2018-01-02 09:21:00,0
7.373,0.013,0.0,57769,0,0,2018-01-02 09:22:00,0
14.197,0.034,1676.0,61474,0,0,2018-01-02 09:23:00,0
17.019,0.03,68.771,58764,0,0,2018-01-02 09:24:00,0
6.494,0.009,0.0,57920,0,0,2018-01-02 09:25:00,0
7.137,0.018,1074.0,64690,0,0,2018-01-02 09:26:00,0
18.495,0.034,0.0,57922,0,0,2018-01-02 09:27:00,0
39.467,0.079,0.0,54018,0,0,2018-01-02 09:28:00,0
8.357,0.016,3417.0,50712,0,0,2018-01-02 09:29:00,0
17.13,0.026,824.318,47361,0,0,2018-01-02 09:30:00,0
23.04,0.039,1942.0,47618,0,0,2018-01-02 09:31:00,0
6.232,0.01,0.0,51827,0,0,2018-01-02 09:32:00,0
8.993,0.021,826.431,60193,0,0,2018-01-02 09:33:00,0
21.03,0.046,0.0,80797,0,0,2018-01-02 09:34:00,0
6.195,0.017,0.0,39113,0,0,2018-01-02 09:35:00,0
8.1,0.008,0.0,56363,0,0,2018-01-02 09:36:00,0
8.356,0.013,0.0,54225,0,0,2018-01-02 09:37:00,0
52.2,0.123,481.377,84214,0,0,2018-01-02 09:38:00,0
8.271,0.016,4010.0,58539,0,0,2018-01-02 09:39:00,0
7.192,0.013,68.719,61404,0,0,2018-01-02 09:40:00,0
5.608,0.01,0.0,58355,0,0,2018-01-02 09:41:00,0
8.072,0.015,3684.0,55801,0,0,2018-01-02 09:42:00,0
9.431,0.022,1678.0,55577,0,0,2018-01-02 09:43:00,0
7.736,0.014,0.0,51252,0,0,2018-01-02 09:44:00,0
8.936,0.014,893.385,47783,0,0,2018-01-02 09:45:00,0
6.25,0.008,0.0,46494,0,0,2018-01-02 09:46:00,0
34.764,0.064,686.183,32634,0,0,2018-01-02 09:47:00,0
17.739,0.041,1210.0,58353,0,0,2018-01-02 09:48:00,0
18.286,0.034,1275.0,56366,0,0,2018-01-02 09:49:00,0
18.687,0.041,0.0,83061,0,0,2018-01-02 09:50:00,0
34.885,0.061,1478.0,35397,0,0,2018-01-02 09:51:00,0
7.575,0.014,961.785,79769,0,0,2018-01-02 09:52:00,0
9.832,0.022,3748.0,34272,0,0,2018-01-02 09:53:00,0
25.835,0.047,0.0,85058,0,0,2018-01-02 09:54:00,0
5.983,0.012,686.701,59885,0,0,2018-01-02 09:55:00,0
20.44,0.031,0.0,57846,0,0,2018-01-02 09:56:00,0
24.141,0.034,1274.0,55170,0,0,2018-01-02 09:57:00,0
15.692,0.034,0.0,36277,0,0,2018-01-02 09:58:00,0
18.342,0.034,685.753,74803,0,0,2018-01-02 09:59:00,0
7.604,0.014,2677.0,47248,0,0,2018-01-02 10:00:00,0
6.365,0.012,0.0,35264,0,0,2018-01-02 10:01:00,0
5.455,0.012,0.0,57615,0,0,2018-01-02 10:02:00,0
26.083,0.063,0.0,73866,0,0,2018-01-02 10:03:00,0
7.368,0.014,0.0,55643,0,0,2018-01-02 10:04:00,0
9.097,0.019,1006.0,59674,0,0,2018-01-02 10:05:00,0
7.252,0.013,754.012,58037,0,0,2018-01-02 10:06:00,0
7.29,0.013,687.479,56395,0,0,2018-01-02 10:07:00,0
8.343,0.015,0.0,57503,0,0,2018-01-02 10:08:00,0
35.736,0.063,479.565,58808,0,0,2018-01-02 10:09:00,0
16.271,0.032,1474.0,60773,0,0,2018-01-02 10:10:00,0
8.538,0.015,1272.0,57576,0,0,2018-01-02 10:11:00,0
37.163,0.054,480.993,57977,0,0,2018-01-02 10:12:00,0
28.591,0.071,1139.0,43698,0,0,2018-01-02 10:13:00,0
25.408,0.053,5651.0,49577,0,0,2018-01-02 10:14:00,0
9.56,0.016,1742.0,71418,0,0,2018-01-02 10:15:00,0
10.436,0.019,1340.0,48312,0,0,2018-01-02 10:16:00,0
14.264,0.063,14675.0,57629,0,0,2018-01-02 10:17:00,0
7.7,0.016,412.418,54774,0,0,2018-01-02 10:18:00,0
31.226,0.081,1206.0,61453,0,0,2018-01-02 10:19:00,0
7.064,0.011,0.0,33634,0,0,2018-01-02 10:20:00,0
6.951,0.012,1273.0,55228,0,0,2018-01-02 10:21:00,0
6.043,0.009,68.443,56680,0,0,2018-01-02 10:22:00,0
14.718,0.032,343.437,83042,0,0,2018-01-02 10:23:00,0
6.0,0.01,0.0,34247,0,0,2018-01-02 10:24:00,0
5.663,0.008,0.0,57380,0,0,2018-01-02 10:25:00,0
32.213,0.051,0.0,58272,0,0,2018-01-02 10:26:00,0
42.189,0.075,1274.0,58323,0,0,2018-01-02 10:27:00,0
10.347,0.029,687.623,64935,0,0,2018-01-02 10:28:00,0
10.545,0.018,964.575,75627,0,0,2018-01-02 10:29:00,0
7.843,0.013,0.0,32957,0,0,2018-01-02 10:30:00,0
6.794,0.014,687.277,71010,0,0,2018-01-02 10:31:00,0
14.326,0.021,0.0,46413,0,0,2018-01-02 10:32:00,0
9.088,0.022,0.0,56499,0,0,2018-01-02 10:33:00,0
9.67,0.015,1006.0,53309,0,0,2018-01-02 10:34:00,0
19.034,0.047,0.0,61732,0,0,2018-01-02 10:35:00,0
12.353,0.035,3219.0,59893,0,0,2018-01-02 10:36:00,0
35.019,0.062,343.034,58423,0,0,2018-01-02 10:37:00,0
49.058,0.099,892.412,58122,0,0,2018-01-02 10:38:00,0
8.588,0.015,1878.0,57138,0,0,2018-01-02 10:39:00,0
7.967,0.016,5171.0,35388,0,0,2018-01-02 10:40:00,0
7.077,0.011,0.0,58685,0,0,2018-01-02 10:41:00,0
6.596,0.01,0.0,82779,0,0,2018-01-02 10:42:00,0
19.59,0.051,1275.0,62155,0,0,2018-01-02 10:43:00,0
49.818,0.083,0.0,33741,0,0,2018-01-02 10:44:00,0
6.654,0.012,1210.0,57472,0,0,2018-01-02 10:45:00,0
7.583,0.027,8099.0,52008,0,0,2018-01-02 10:46:00,0
16.879,0.026,0.0,47120,0,0,2018-01-02 10:47:00,0
31.521,0.075,0.0,73027,0,0,2018-01-02 10:48:00,0
10.076,0.022,0.0,55759,0,0,2018-01-02 10:49:00,0
7.0,0.012,0.0,55565,0,0,2018-01-02 10:50:00,0
19.765,0.034,0.0,55469,0,0,2018-01-02 10:51:00,0
9.582,0.015,0.0,56083,0,0,2018-01-02 10:52:00,0
8.672,0.019,618.965,60580,0,0,2018-01-02 10:53:00,0
11.423,0.019,619.303,58328,0,0,2018-01-02 10:54:00,0
58.847,0.109,0.0,34404,0,0,2018-01-02 10:55:00,0
7.318,0.011,0.0,58098,0,0,2018-01-02 10:56:00,0
5.889,0.011,1405.0,82988,0,0,2018-01-02 10:57:00,0
59.716,0.141,274.796,37570,0,0,2018-01-02 10:58:00,0
10.781,0.019,0.0,59329,0,0,2018-01-02 10:59:00,0
6.429,0.012,68.636,58112,0,0,2018-01-02 11:00:00,0
7.326,0.011,68.63,51003,0,0,2018-01-02 11:01:00,0
36.124,0.059,0.0,51314,0,0,2018-01-02 11:02:00,0
80.234,0.184,893.048,51992,0,0,2018-01-02 11:03:00,0
6.43,0.012,0.0,50769,0,0,2018-01-02 11:04:00,0
32.571,0.069,0.0,55812,0,0,2018-01-02 11:05:00,0
16.557,0.032,1877.0,55919,0,0,2018-01-02 11:06:00,0
15.106,0.024,68.598,54999,0,0,2018-01-02 11:07:00,0
7.528,0.018,3824.0,58434,0,0,2018-01-02 11:08:00,0
17.061,0.038,1273.0,60023,0,0,2018-01-02 11:09:00,0
8.489,0.019,1475.0,61967,0,0,2018-01-02 11:10:00,0
52.976,0.109,893.161,83130,0,0,2018-01-02 11:11:00,0
5.849,0.009,0.0,58183,0,0,2018-01-02 11:12:00,0
33.905,0.084,1614.0,80111,0,0,2018-01-02 11:13:00,0
8.577,0.016,343.812,59496,0,0,2018-01-02 11:14:00,0
4.857,0.009,618.186,34142,0,0,2018-01-02 11:15:00,0
16.463,0.026,0.0,55508,0,0,2018-01-02 11:16:00,0
6.852,0.012,0.0,78487,0,0,2018-01-02 11:17:00,0
7.433,0.015,0.0,49878,0,0,2018-01-02 11:18:00,0
6.481,0.012,549.66,47102,0,0,2018-01-02 11:19:00,0
11.811,0.025,1678.0,55159,0,0,2018-01-02 11:20:00,0
8.077,0.014,0.0,55815,0,0,2018-01-02 11:21:00,0
18.261,0.028,0.0,32367,0,0,2018-01-02 11:22:00,0
22.184,0.052,962.349,57529,0,0,2018-01-02 11:23:00,0
7.625,0.012,0.0,57210,0,0,2018-01-02 11:24:00,0
5.911,0.009,0.0,54439,0,0,2018-01-02 11:25:00,0
14.886,0.035,2132.0,22051,2,2,2018-01-02 11:26:00,1
6.676,0.015,0.0,22006,2,2,2018-01-02 11:27:00,1
5.6,0.012,682.923,21942,2,2,2018-01-02 11:28:00,1
7.03,0.012,0.0,16615,2,2,2018-01-02 11:29:00,1
6.395,0.016,5798.0,23193,2,2,2018-01-02 11:30:00,1
5.385,0.012,2135.0,22618,2,2,2018-01-02 11:31:00,1
7.301,0.018,4405.0,29431,2,2,2018-01-02 11:32:00,1
9.765,0.034,4000.0,27934,2,2,2018-01-02 11:33:00,1
6.362,0.011,0.0,17333,2,2,2018-01-02 11:34:00,1
10.355,0.024,3204.0,22092,2,2,2018-01-02 11:35:00,1
5.077,0.011,3200.0,20202,2,2,2018-01-02 11:36:00,1
5.355,0.011,1669.0,20300,2,2,2018-01-02 11:37:00,1
10.776,0.035,1600.0,35923,2,2,2018-01-02 11:38:00,1
10.419,0.022,68.344,20023,2,2,2018-01-02 11:39:00,1
12.977,0.038,477.509,25248,2,2,2018-01-02 11:40:00,1
9.972,0.035,2937.0,38450,2,2,2018-01-02 11:41:00,1
6.048,0.013,3001.0,19071,2,2,2018-01-02 11:42:00,1
10.656,0.023,1334.0,23818,2,2,2018-01-02 11:43:00,1
6.053,0.015,3935.0,24480,2,2,2018-01-02 11:44:00,1
6.487,0.017,3735.0,20678,2,2,2018-01-02 11:45:00,1
8.633,0.02,3333.0,24931,2,2,2018-01-02 11:46:00,1
5.372,0.013,546.634,21553,2,2,2018-01-02 11:47:00,1
5.073,0.01,0.0,18679,2,2,2018-01-02 11:48:00,1
7.778,0.021,0.0,26878,2,2,2018-01-02 11:49:00,1
5.988,0.016,6396.0,23386,2,2,2018-01-02 11:50:00,1
6.0,0.011,0.0,18564,2,2,2018-01-02 11:51:00,1
8.03,0.035,16936.0,31005,2,2,2018-01-02 11:52:00,1
4.243,0.01,1467.0,20335,2,2,2018-01-02 11:53:00,1
6.969,0.011,2201.0,16211,2,2,2018-01-02 11:54:00,1
8.947,0.042,2134.0,47689,2,2,2018-01-02 11:55:00,1
5.962,0.016,68.298,24811,2,2,2018-01-02 11:56:00,1
8.929,0.025,0.0,30954,2,2,2018-01-02 11:57:00,1
24.471,0.062,2134.0,25673,2,2,2018-01-02 11:58:00,1
5.844,0.014,68.27,20268,2,2,2018-01-02 11:59:00,1
11.49,0.029,1804.0,25050,2,2,2018-01-02 12:00:00,1
8.981,0.016,0.0,15939,2,2,2018-01-02 12:01:00,1
7.395,0.015,0.0,20454,2,2,2018-01-02 12:02:00,1
4.868,0.01,2134.0,19735,2,2,2018-01-02 12:03:00,1
7.596,0.013,0.0,17879,2,2,2018-01-02 12:04:00,1
8.892,0.021,2134.0,19141,2,2,2018-01-02 12:05:00,1
7.75,0.021,1267.0,28537,2,2,2018-01-02 12:06:00,1
10.488,0.022,0.0,22274,2,2,2018-01-02 12:07:00,1
9.11,0.024,2334.0,25739,2,2,2018-01-02 12:08:00,1
7.938,0.017,614.374,18866,2,2,2018-01-02 12:09:00,1
8.104,0.031,0.0,33289,2,2,2018-01-02 12:10:00,1
4.921,0.012,0.0,23538,2,2,2018-01-02 12:11:00,1
5.437,0.013,0.0,22741,2,2,2018-01-02 12:12:00,1
7.279,0.021,1733.0,25124,2,2,2018-01-02 12:13:00,1
57.303,0.085,1334.0,15613,2,2,2018-01-02 12:14:00,1
9.301,0.025,1334.0,24417,2,2,2018-01-02 12:15:00,1
5.155,0.008,0.0,16874,2,2,2018-01-02 12:16:00,1
5.362,0.012,683.208,18014,2,2,2018-01-02 12:17:00,1
7.0,0.014,1067.0,20410,2,2,2018-01-02 12:18:00,1
7.848,0.021,68.332,26626,2,2,2018-01-02 12:19:00,1
12.025,0.032,136.585,20608,2,2,2018-01-02 12:20:00,1
9.871,0.028,0.0,26328,2,2,2018-01-02 12:21:00,1
6.737,0.011,0.0,14723,2,2,2018-01-02 12:22:00,1
4.724,0.01,0.0,17615,2,2,2018-01-02 12:23:00,1
4.354,0.008,0.0,16996,2,2,2018-01-02 12:24:00,1
12.898,0.032,0.0,20655,2,2,2018-01-02 12:25:00,1
4.237,0.008,1133.0,13867,2,2,2018-01-02 12:26:00,1
5.164,0.009,2734.0,14538,2,2,2018-01-02 12:27:00,1
7.614,0.018,0.0,24996,2,2,2018-01-02 12:28:00,1
5.965,0.011,2134.0,15936,2,2,2018-01-02 12:29:00,1
6.115,0.018,0.0,23196,2,2,2018-01-02 12:30:00,1
6.107,0.011,0.0,18148,2,2,2018-01-02 12:31:00,1
28.215,0.061,613.888,17386,2,2,2018-01-02 12:32:00,1
5.137,0.008,0.0,12528,2,2,2018-01-02 12:33:00,1
5.676,0.01,614.374,12599,2,2,2018-01-02 12:34:00,1
155.375,0.331,682.297,16524,2,2,2018-01-02 12:35:00,1
5.794,0.01,0.0,14670,2,2,2018-01-02 12:36:00,1
6.413,0.013,0.0,17937,2,2,2018-01-02 12:37:00,1
25.455,0.047,0.0,28132,2,2,2018-01-02 12:38:00,1
7.333,0.021,0.0,33678,2,2,2018-01-02 12:39:00,1
5.516,0.014,1334.0,19077,2,2,2018-01-02 12:40:00,1
8.28,0.02,0.0,20689,2,2,2018-01-02 12:41:00,1
6.416,0.016,0.0,23459,2,2,2018-01-02 12:42:00,1
7.273,0.013,0.0,14266,2,2,2018-01-02 12:43:00,1
7.621,0.015,0.0,15189,2,2,2018-01-02 12:44:00,1
6.846,0.017,3065.0,21057,2,2,2018-01-02 12:45:00,1
4.437,0.009,68.227,16657,2,2,2018-01-02 12:46:00,1
5.709,0.011,0.0,19940,2,2,2018-01-02 12:47:00,1
6.929,0.013,2467.0,13802,2,2,2018-01-02 12:48:00,1
9.964,0.028,0.0,23005,2,2,2018-01-02 12:49:00,1
9.818,0.031,2800.0,24400,2,2,2018-01-02 12:50:00,1
5.963,0.016,0.0,22806,2,2,2018-01-02 12:51:00,1
6.474,0.01,0.0,14337,2,2,2018-01-02 12:52:00,1
11.356,0.022,1334.0,18802,2,2,2018-01-02 12:53:00,1
5.548,0.011,68.312,17678,2,2,2018-01-02 12:54:00,1
6.353,0.013,0.0,16789,2,2,2018-01-02 12:55:00,1
5.874,0.014,0.0,19474,2,2,2018-01-02 12:56:00,1
13.067,0.023,686.759,57073,0,0,2018-01-02 12:57:00,0
51.835,0.105,0.0,60678,0,0,2018-01-02 12:58:00,0
20.66,0.034,0.0,58055,0,0,2018-01-02 12:59:00,0
11.486,0.027,550.029,62308,0,0,2018-01-02 13:00:00,0
11.907,0.026,1543.0,59103,0,0,2018-01-02 13:01:00,0
6.242,0.01,343.379,54391,0,0,2018-01-02 13:02:00,0
8.364,0.02,1206.0,58344,0,0,2018-01-02 13:03:00,0
7.836,0.016,0.0,58061,0,0,2018-01-02 13:04:00,0
7.5,0.012,0.0,69428,0,0,2018-01-02 13:05:00,0
4.51,0.008,1072.0,48590,0,0,2018-01-02 13:06:00,0
7.24,0.012,1072.0,51589,0,0,2018-01-02 13:07:00,0
85.892,0.213,0.0,60327,0,0,2018-01-02 13:08:00,0
7.231,0.013,686.356,53085,0,0,2018-01-02 13:09:00,0
35.682,0.053,0.0,56177,0,0,2018-01-02 13:10:00,0
8.386,0.016,343.192,56774,0,0,2018-01-02 13:11:00,0
7.516,0.011,0.0,56667,0,0,2018-01-02 13:12:00,0
5.514,0.01,0.0,57908,0,0,2018-01-02 13:13:00,0
11.279,0.021,137.502,60828,0,0,2018-01-02 13:14:00,0
6.558,0.009,0.0,57600,0,0,2018-01-02 13:15:00,0
10.115,0.018,0.0,56757,0,0,2018-01-02 13:16:00,0
9.055,0.014,0.0,55313,0,0,2018-01-02 13:17:00,0
53.239,0.127,0.0,36174,0,0,2018-01-02 13:18:00,0
31.64,0.053,824.525,55827,0,0,2018-01-02 13:19:00,0
7.053,0.013,0.0,55186,0,0,2018-01-02 13:20:00,0
55.138,0.107,1340.0,50938,0,0,2018-01-02 13:21:00,0
5.852,0.011,0.0,49179,0,0,2018-01-02 13:22:00,0
7.636,0.017,0.0,55082,0,0,2018-01-02 13:23:00,0
7.615,0.013,137.196,56875,0,0,2018-01-02 13:24:00,0
7.874,0.013,1074.0,53293,0,0,2018-01-02 13:25:00,0
14.692,0.026,0.0,57432,0,0,2018-01-02 13:26:00,0
5.082,0.007,0.0,53197,0,0,2018-01-02 13:27:00,0
8.545,0.019,892.225,60858,0,0,2018-01-02 13:28:00,0
7.32,0.012,0.0,57487,0,0,2018-01-02 13:29:00,0
45.609,0.066,0.0,58842,0,0,2018-01-02 13:30:00,0
9.748,0.017,412.159,58765,0,0,2018-01-02 13:31:00,0
7.913,0.012,1546.0,56413,0,0,2018-01-02 13:32:00,0
37.235,0.093,1004.0,60437,0,0,2018-01-02 13:33:00,0
6.806,0.014,0.0,56507,0,0,2018-01-02 13:34:00,0
7.065,0.015,0.0,57404,0,0,2018-01-02 13:35:00,0
16.662,0.039,0.0,53118,0,0,2018-01-02 13:36:00,0
23.569,0.04,0.0,48101,0,0,2018-01-02 13:37:00,0
16.353,0.037,137.507,74796,0,0,2018-01-02 13:38:00,0
44.36,0.074,0.0,56094,0,0,2018-01-02 13:39:00,0
6.598,0.011,0.0,55349,0,0,2018-01-02 13:40:00,0
5.347,0.009,0.0,56779,0,0,2018-01-02 13:41:00,0
51.478,0.119,205.984,58805,0,0,2018-01-02 13:42:00,0
10.972,0.02,0.0,35887,0,0,2018-01-02 13:43:00,0
6.769,0.012,0.0,67579,0,0,2018-01-02 13:44:00,0
6.722,0.011,68.69,74660,0,0,2018-01-02 13:45:00,0
16.751,0.069,755.371,82149,0,0,2018-01-02 13:46:00,0
7.728,0.013,1074.0,56850,0,0,2018-01-02 13:47:00,0
24.171,0.057,68.572,59666,0,0,2018-01-02 13:48:00,0
34.182,0.069,0.0,56462,0,0,2018-01-02 13:49:00,0
5.204,0.009,0.0,55885,0,0,2018-01-02 13:50:00,0
22.667,0.042,0.0,33127,0,0,2018-01-02 13:51:00,0
5.182,0.008,0.0,48211,0,0,2018-01-02 13:52:00,0
9.641,0.025,0.0,72325,0,0,2018-01-02 13:53:00,0
