system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes,scenario,type,timestamp,anomaly
42.954,0.11,0.0,87706,0,0,2018-01-05 08:53:00,0
10.453,0.013,0.0,57013,0,0,2018-01-05 08:54:00,0
39.38,0.085,137.248,58840,0,0,2018-01-05 08:55:00,0
17.547,0.031,7491.0,52439,0,0,2018-01-05 08:56:00,0
6.593,0.02,274.473,56087,0,0,2018-01-05 08:57:00,0
8.463,0.017,205.64,79190,0,0,2018-01-05 08:58:00,0
6.375,0.01,1747.0,33857,0,0,2018-01-05 08:59:00,0
7.705,0.016,479.445,54713,0,0,2018-01-05 09:00:00,0
6.145,0.014,0.0,55791,0,0,2018-01-05 09:01:00,0
11.452,0.024,1140.0,51092,0,0,2018-01-05 09:02:00,0
15.889,0.019,1544.0,51156,0,0,2018-01-05 09:03:00,0
6.09,0.014,0.0,58445,0,0,2018-01-05 09:04:00,0
11.18,0.023,2275.0,58216,0,0,2018-01-05 09:05:00,0
8.04,0.013,0.0,58702,0,0,2018-01-05 09:06:00,0
6.585,0.009,1003.0,57429,0,0,2018-01-05 09:07:00,0
4.552,0.011,0.0,61989,0,0,2018-01-05 09:08:00,0
9.961,0.017,0.0,60319,0,0,2018-01-05 09:09:00,0
67.779,0.165,892.076,79276,0,0,2018-01-05 09:10:00,0
9.0,0.011,0.0,57035,0,0,2018-01-05 09:11:00,0
25.723,0.056,68.878,37062,0,0,2018-01-05 09:12:00,0
19.433,0.039,821.837,53171,0,0,2018-01-05 09:13:00,0
5.267,0.009,1339.0,54895,0,0,2018-01-05 09:14:00,0
19.594,0.071,1745.0,86425,0,0,2018-01-05 09:15:00,0
11.633,0.019,0.0,33252,0,0,2018-01-05 09:16:00,0
5.467,0.011,822.938,52103,0,0,2018-01-05 09:17:00,0
7.439,0.007,894.586,45899,0,0,2018-01-05 09:18:00,0
18.263,0.046,0.0,60189,0,0,2018-01-05 09:19:00,0
19.77,0.046,0.0,57942,0,0,2018-01-05 09:20:00,0
13.096,0.016,0.0,81117,0,0,2018-01-05 09:21:00,0
23.161,0.055,754.707,60838,0,0,2018-01-05 09:22:00,0
27.845,0.048,205.915,59925,0,0,2018-01-05 09:23:00,0
25.804,0.022,0.0,6989,0,0,2018-01-05 09:24:00,0
19.389,0.062,3622.0,111612,0,0,2018-01-05 09:25:00,0
53.928,0.075,0.0,54447,0,0,2018-01-05 09:26:00,0
6.529,0.007,754.928,8512,0,0,2018-01-05 09:27:00,0
24.677,0.051,1607.0,99435,0,0,2018-01-05 09:28:00,0
9.333,0.015,1341.0,51102,0,0,2018-01-05 09:29:00,0
28.021,0.092,2615.0,64239,0,0,2018-01-05 09:30:00,0
14.372,0.021,1472.0,10837,0,0,2018-01-05 09:31:00,0
64.469,0.175,205.528,101627,0,0,2018-01-05 09:32:00,0
9.538,0.017,617.979,50023,0,0,2018-01-05 09:33:00,0
31.208,0.05,2014.0,49421,0,0,2018-01-05 09:34:00,0
57.902,0.118,0.0,13956,0,0,2018-01-05 09:35:00,0
8.241,0.016,0.0,82012,0,0,2018-01-05 09:36:00,0
6.828,0.011,0.0,58537,0,0,2018-01-05 09:37:00,0
12.222,0.011,68.613,54743,0,0,2018-01-05 09:38:00,0
15.432,0.042,960.979,65290,0,0,2018-01-05 09:39:00,0
7.273,0.016,0.0,62311,0,0,2018-01-05 09:40:00,0
9.299,0.018,2478.0,58401,0,0,2018-01-05 09:41:00,0
9.982,0.018,1473.0,57523,0,0,2018-01-05 09:42:00,0
6.364,0.009,0.0,54157,0,0,2018-01-05 09:43:00,0
8.561,0.016,1005.0,56975,0,0,2018-01-05 09:44:00,0
11.278,0.027,2282.0,53020,0,0,2018-01-05 09:45:00,0
13.333,0.029,3959.0,76625,0,0,2018-01-05 09:46:00,0
43.216,0.111,3221.0,59058,0,0,2018-01-05 09:47:00,0
45.719,0.093,1611.0,75807,0,0,2018-01-05 09:48:00,0
9.355,0.01,891.628,7971,0,0,2018-01-05 09:49:00,0
21.824,0.088,4969.0,94754,0,0,2018-01-05 09:50:00,0
8.766,0.014,0.0,36216,0,0,2018-01-05 09:51:00,0
34.067,0.034,0.0,52446,0,0,2018-01-05 09:52:00,0
9.455,0.017,1470.0,59727,0,0,2018-01-05 09:53:00,0
30.19,0.069,0.0,63155,0,0,2018-01-05 09:54:00,0
15.041,0.031,549.591,59575,0,0,2018-01-05 09:55:00,0
13.923,0.024,548.625,58533,0,0,2018-01-05 09:56:00,0
14.755,0.037,752.815,84010,0,0,2018-01-05 09:57:00,0
22.653,0.038,0.0,57747,0,0,2018-01-05 09:58:00,0
26.328,0.03,1139.0,8510,0,0,2018-01-05 09:59:00,0
14.313,0.06,5493.0,90564,0,0,2018-01-05 10:00:00,0
9.56,0.023,343.365,54456,0,0,2018-01-05 10:01:00,0
34.895,0.061,1273.0,55956,0,0,2018-01-05 10:02:00,0
7.052,0.011,0.0,54804,0,0,2018-01-05 10:03:00,0
16.815,0.015,0.0,49377,0,0,2018-01-05 10:04:00,0
29.744,0.086,892.973,55878,0,0,2018-01-05 10:05:00,0
20.037,0.037,1073.0,48944,0,0,2018-01-05 10:06:00,0
40.054,0.05,0.0,30671,0,0,2018-01-05 10:07:00,0
32.507,0.081,0.0,107553,0,0,2018-01-05 10:08:00,0
26.99,0.047,685.724,59465,0,0,2018-01-05 10:09:00,0
13.438,0.034,1943.0,39655,0,0,2018-01-05 10:10:00,0
8.511,0.007,0.0,53798,0,0,2018-01-05 10:11:00,0
4.837,0.012,1005.0,62124,0,0,2018-01-05 10:12:00,0
5.307,0.009,0.0,56169,0,0,2018-01-05 10:13:00,0
14.102,0.014,549.868,55309,0,0,2018-01-05 10:14:00,0
33.72,0.113,0.0,87640,0,0,2018-01-05 10:15:00,0
10.109,0.022,1006.0,57787,0,0,2018-01-05 10:16:00,0
6.979,0.006,824.663,7181,0,0,2018-01-05 10:17:00,0
22.036,0.041,0.0,92592,0,0,2018-01-05 10:18:00,0
26.267,0.066,892.263,41356,0,0,2018-01-05 10:19:00,0
13.178,0.028,411.228,55286,0,0,2018-01-05 10:20:00,0
8.0,0.007,0.0,44890,0,0,2018-01-05 10:21:00,0
5.556,0.013,0.0,51650,0,0,2018-01-05 10:22:00,0
4.491,0.008,0.0,57442,0,0,2018-01-05 10:23:00,0
9.59,0.013,754.738,55480,0,0,2018-01-05 10:24:00,0
7.979,0.025,616.764,65384,0,0,2018-01-05 10:25:00,0
9.821,0.019,0.0,60426,0,0,2018-01-05 10:26:00,0
16.495,0.029,0.0,60750,0,0,2018-01-05 10:27:00,0
10.652,0.016,68.653,57725,0,0,2018-01-05 10:28:00,0
17.333,0.024,0.0,78251,0,0,2018-01-05 10:29:00,0
7.876,0.026,480.912,62932,0,0,2018-01-05 10:30:00,0
10.866,0.012,0.0,11130,0,0,2018-01-05 10:31:00,0
28.138,0.055,205.812,60095,0,0,2018-01-05 10:32:00,0
12.837,0.065,12303.0,95597,0,0,2018-01-05 10:33:00,0
36.653,0.06,0.0,55172,0,0,2018-01-05 10:34:00,0
7.111,0.011,1475.0,10121,0,0,2018-01-05 10:35:00,0
7.358,0.017,0.0,76305,0,0,2018-01-05 10:36:00,0
5.088,0.01,0.0,51795,0,0,2018-01-05 10:37:00,0
10.909,0.014,0.0,48651,0,0,2018-01-05 10:38:00,0
7.663,0.011,547.296,57055,0,0,2018-01-05 10:39:00,0
7.77,0.023,480.489,85936,0,0,2018-01-05 10:40:00,0
32.311,0.139,892.562,81398,0,0,2018-01-05 10:41:00,0
5.379,0.005,0.0,7629,0,0,2018-01-05 10:42:00,0
100.495,0.163,0.0,59661,0,0,2018-01-05 10:43:00,0
27.385,0.125,17674.0,114214,0,0,2018-01-05 10:44:00,0
10.618,0.029,1005.0,63223,0,0,2018-01-05 10:45:00,0
8.584,0.013,1476.0,12342,0,0,2018-01-05 10:46:00,0
46.124,0.088,1277.0,103141,0,0,2018-01-05 10:47:00,0
38.172,0.074,0.0,33540,0,0,2018-01-05 10:48:00,0
8.105,0.01,0.0,49051,0,0,2018-01-05 10:49:00,0
5.093,0.014,0.0,36948,0,0,2018-01-05 10:50:00,0
8.655,0.017,1808.0,76069,0,0,2018-01-05 10:51:00,0
6.393,0.011,754.96,49464,0,0,2018-01-05 10:52:00,0
6.882,0.008,962.915,45405,0,0,2018-01-05 10:53:00,0
10.079,0.026,1206.0,58296,0,0,2018-01-05 10:54:00,0
7.5,0.014,0.0,60145,0,0,2018-01-05 10:55:00,0
31.797,0.031,0.0,30958,0,0,2018-01-05 10:56:00,0
8.09,0.018,0.0,63227,0,0,2018-01-05 10:57:00,0
7.608,0.018,0.0,109048,0,0,2018-01-05 10:58:00,0
9.158,0.018,0.0,61329,0,0,2018-01-05 10:59:00,0
7.931,0.023,1474.0,17883,0,0,2018-01-05 11:00:00,0
40.259,0.094,0.0,62474,0,0,2018-01-05 11:01:00,0
12.539,0.019,0.0,101002,0,0,2018-01-05 11:02:00,0
12.987,0.017,3481.0,9238,0,0,2018-01-05 11:03:00,0
8.557,0.017,892.188,82302,0,0,2018-01-05 11:04:00,0
6.289,0.02,0.0,58817,0,0,2018-01-05 11:05:00,0
7.009,0.013,0.0,53391,0,0,2018-01-05 11:06:00,0
14.167,0.011,617.281,47153,0,0,2018-01-05 11:07:00,0
35.138,0.098,2813.0,55055,0,0,2018-01-05 11:08:00,0
7.294,0.01,2274.0,47352,0,0,2018-01-05 11:09:00,0
6.683,0.019,274.634,58199,0,0,2018-01-05 11:10:00,0
47.0,0.094,1607.0,60251,0,0,2018-01-05 11:11:00,0
5.098,0.009,0.0,57069,0,0,2018-01-05 11:12:00,0
7.181,0.01,0.0,57828,0,0,2018-01-05 11:13:00,0
6.529,0.007,0.0,55396,0,0,2018-01-05 11:14:00,0
7.67,0.023,68.532,67997,0,0,2018-01-05 11:15:00,0
6.967,0.018,3415.0,62468,0,0,2018-01-05 11:16:00,0
6.459,0.012,0.0,57557,0,0,2018-01-05 11:17:00,0
10.571,0.007,687.45,53237,0,0,2018-01-05 11:18:00,0
6.319,0.015,0.0,59073,0,0,2018-01-05 11:19:00,0
6.827,0.017,0.0,60412,0,0,2018-01-05 11:20:00,0
20.325,0.042,2343.0,53409,0,0,2018-01-05 11:21:00,0
9.8,0.007,0.0,46032,0,0,2018-01-05 11:22:00,0
26.144,0.067,893.573,72697,0,0,2018-01-05 11:23:00,0
7.573,0.013,137.225,48511,0,0,2018-01-05 11:24:00,0
8.721,0.018,411.503,12993,0,0,2018-01-05 11:25:00,0
9.352,0.011,1407.0,83802,0,0,2018-01-05 11:26:00,0
42.566,0.104,0.0,76917,0,0,2018-01-05 11:27:00,0
10.381,0.007,412.574,6312,0,0,2018-01-05 11:28:00,0
44.587,0.081,890.621,59678,0,0,2018-01-05 11:29:00,0
39.283,0.158,1608.0,111410,0,0,2018-01-05 11:30:00,0
7.313,0.016,0.0,69434,0,0,2018-01-05 11:31:00,0
9.182,0.014,2346.0,31834,0,0,2018-01-05 11:32:00,0
10.356,0.013,410.661,53405,0,0,2018-01-05 11:33:00,0
23.718,0.068,1272.0,63885,0,0,2018-01-05 11:34:00,0
8.87,0.021,0.0,57310,0,0,2018-01-05 11:35:00,0
47.026,0.091,0.0,59366,0,0,2018-01-05 11:36:00,0
9.647,0.016,480.489,50543,0,0,2018-01-05 11:37:00,0
20.208,0.033,0.0,68052,0,0,2018-01-05 11:38:00,0
5.918,0.01,1945.0,29369,0,0,2018-01-05 11:39:00,0
8.364,0.025,2080.0,54346,0,0,2018-01-05 11:40:00,0
10.654,0.019,1269.0,51208,0,0,2018-01-05 11:41:00,0
7.167,0.012,958.81,58320,0,0,2018-01-05 11:42:00,0
8.667,0.01,1945.0,55059,0,0,2018-01-05 11:43:00,0
7.7,0.01,822.524,57164,0,0,2018-01-05 11:44:00,0
28.364,0.094,549.637,66625,0,0,2018-01-05 11:45:00,0
12.948,0.021,1004.0,59926,0,0,2018-01-05 11:46:00,0
9.5,0.018,0.0,60615,0,0,2018-01-05 11:47:00,0
9.417,0.02,0.0,82226,0,0,2018-01-05 11:48:00,0
7.683,0.018,6771.0,58795,0,0,2018-01-05 11:49:00,0
8.69,0.024,891.628,38111,0,0,2018-01-05 11:50:00,0
11.93,0.011,0.0,53585,0,0,2018-01-05 11:51:00,0
42.171,0.099,137.202,56408,0,0,2018-01-05 11:52:00,0
10.769,0.007,0.0,44812,0,0,2018-01-05 11:53:00,0
11.74,0.024,6663.0,55862,0,0,2018-01-05 11:54:00,0
8.449,0.028,0.0,58645,0,0,2018-01-05 11:55:00,0
9.49,0.023,1344.0,53680,0,0,2018-01-05 11:56:00,0
10.774,0.011,2075.0,47728,0,0,2018-01-05 11:57:00,0
10.244,0.028,3091.0,63159,0,0,2018-01-05 11:58:00,0
8.536,0.014,548.143,56808,0,0,2018-01-05 11:59:00,0
8.787,0.019,1411.0,54570,0,0,2018-01-05 12:00:00,0
10.926,0.027,2822.0,65373,0,0,2018-01-05 12:01:00,0
25.143,0.068,687.71,109671,0,0,2018-01-05 12:02:00,0
9.154,0.016,617.979,59075,0,0,2018-01-05 12:03:00,0
9.673,0.009,823.386,7706,0,0,2018-01-05 12:04:00,0
9.931,0.029,754.549,62098,0,0,2018-01-05 12:05:00,0
11.008,0.196,1102000.0,110271,0,0,2018-01-05 12:06:00,0
6.367,0.005,0.0,7579,0,0,2018-01-05 12:07:00,0
12.685,0.024,1274.0,58527,0,0,2018-01-05 12:08:00,0
13.435,0.041,2416.0,57318,0,0,2018-01-05 12:09:00,0
12.769,0.033,4688.0,74341,0,0,2018-01-05 12:10:00,0
8.274,0.01,616.79,49258,0,0,2018-01-05 12:11:00,0
8.316,0.016,1679.0,50025,0,0,2018-01-05 12:12:00,0
93.125,0.199,0.0,54076,0,0,2018-01-05 12:13:00,0
5.565,0.011,68.61,59430,0,0,2018-01-05 12:14:00,0
12.026,0.03,4083.0,61644,0,0,2018-01-05 12:15:00,0
8.409,0.019,962.915,65220,0,0,2018-01-05 12:16:00,0
15.29,0.032,1606.0,82858,0,0,2018-01-05 12:17:00,0
6.818,0.005,0.0,7081,0,0,2018-01-05 12:18:00,0
8.25,0.015,2874.0,58876,0,0,2018-01-05 12:19:00,0
11.95,0.032,410.421,107148,0,0,2018-01-05 12:20:00,0
7.467,0.015,3089.0,58496,0,0,2018-01-05 12:21:00,0
22.462,0.034,68.69,31327,0,0,2018-01-05 12:22:00,0
6.312,0.012,0.0,58802,0,0,2018-01-05 12:23:00,0
5.698,0.01,617.203,52572,0,0,2018-01-05 12:24:00,0
39.096,0.096,1273.0,33779,0,0,2018-01-05 12:25:00,0
10.4,0.017,0.0,72361,0,0,2018-01-05 12:26:00,0
6.393,0.012,480.832,52658,0,0,2018-01-05 12:27:00,0
22.09,0.041,0.0,50433,0,0,2018-01-05 12:28:00,0
6.56,0.008,2346.0,48605,0,0,2018-01-05 12:29:00,0
7.884,0.023,2279.0,65301,0,0,2018-01-05 12:30:00,0
33.178,0.081,479.445,64144,0,0,2018-01-05 12:31:00,0
9.316,0.012,826.397,56357,0,0,2018-01-05 12:32:00,0
7.956,0.012,1938.0,58207,0,0,2018-01-05 12:33:00,0
4.299,0.011,68.708,61864,0,0,2018-01-05 12:34:00,0
48.718,0.095,1605.0,59534,0,0,2018-01-05 12:35:00,0
8.193,0.011,1138.0,54090,0,0,2018-01-05 12:36:00,0
24.038,0.042,1138.0,60375,0,0,2018-01-05 12:37:00,0
25.795,0.067,4152.0,56853,0,0,2018-01-05 12:38:00,0
11.289,0.009,0.0,53880,0,0,2018-01-05 12:39:00,0
18.933,0.062,1137.0,57501,0,0,2018-01-05 12:40:00,0
19.35,0.038,2675.0,47206,0,0,2018-01-05 12:41:00,0
13.752,0.024,2343.0,72889,0,0,2018-01-05 12:42:00,0
8.356,0.014,3139.0,29985,0,0,2018-01-05 12:43:00,0
6.56,0.017,4226.0,54474,0,0,2018-01-05 12:44:00,0
8.027,0.02,1409.0,58844,0,0,2018-01-05 12:45:00,0
9.367,0.019,274.6,62750,0,0,2018-01-05 12:46:00,0
7.309,0.01,1006.0,33673,0,0,2018-01-05 12:47:00,0
6.301,0.012,1272.0,58123,0,0,2018-01-05 12:48:00,0
43.97,0.099,0.0,109369,0,0,2018-01-05 12:49:00,0
60.333,0.122,0.0,12708,0,0,2018-01-05 12:50:00,0
12.256,0.016,2615.0,58546,0,0,2018-01-05 12:51:00,0
17.789,0.048,548.648,60946,0,0,2018-01-05 12:52:00,0
10.737,0.027,2954.0,104532,0,0,2018-01-05 12:53:00,0
6.033,0.006,1742.0,8175,0,0,2018-01-05 12:54:00,0
8.663,0.028,2484.0,63186,0,0,2018-01-05 12:55:00,0
14.847,0.028,479.184,88243,0,0,2018-01-05 12:56:00,0
8.07,0.008,0.0,7501,0,0,2018-01-05 12:57:00,0
10.989,0.017,0.0,50086,0,0,2018-01-05 12:58:00,0
6.199,0.016,549.062,55764,0,0,2018-01-05 12:59:00,0
9.789,0.026,2746.0,96777,0,0,2018-01-05 13:00:00,0
12.286,0.017,1204.0,11704,0,0,2018-01-05 13:01:00,0
8.637,0.016,0.0,60331,0,0,2018-01-05 13:02:00,0
35.349,0.077,0.0,107714,0,0,2018-01-05 13:03:00,0
5.04,0.004,0.0,6967,0,0,2018-01-05 13:04:00,0
23.58,0.049,0.0,23516,6,5,2018-01-05 13:05:00,1
19.71,0.041,0.0,23225,6,5,2018-01-05 13:06:00,1
5.591,0.009,136.693,14817,6,5,2018-01-05 13:07:00,1
5.371,0.013,2672.0,19970,6,5,2018-01-05 13:08:00,1
7.5,0.013,478.405,18354,6,5,2018-01-05 13:09:00,1
6.753,0.017,820.739,21373,6,5,2018-01-05 13:10:00,1
6.299,0.013,1804.0,20915,6,5,2018-01-05 13:11:00,1
5.306,0.009,1469.0,17896,6,5,2018-01-05 13:12:00,1
5.475,0.011,1069.0,20908,6,5,2018-01-05 13:13:00,1
5.244,0.01,683.407,19888,6,5,2018-01-05 13:14:00,1
8.639,0.024,888.133,24885,6,5,2018-01-05 13:15:00,1
11.544,0.022,4203.0,20682,6,5,2018-01-05 13:16:00,1
7.974,0.021,547.433,25327,6,5,2018-01-05 13:17:00,1
8.403,0.018,2940.0,20783,6,5,2018-01-05 13:18:00,1
18.82,0.044,9811.0,33104,6,5,2018-01-05 13:19:00,1
6.122,0.015,0.0,28041,6,5,2018-01-05 13:20:00,1
5.364,0.012,68.341,22291,6,5,2018-01-05 13:21:00,1
28.51,0.071,2405.0,23043,6,5,2018-01-05 13:22:00,1
7.59,0.02,2606.0,26994,6,5,2018-01-05 13:23:00,1
12.95,0.03,3141.0,22186,6,5,2018-01-05 13:24:00,1
8.244,0.025,3873.0,27379,6,5,2018-01-05 13:25:00,1
7.175,0.012,478.984,17107,6,5,2018-01-05 13:26:00,1
15.52,0.039,3339.0,22903,6,5,2018-01-05 13:27:00,1
5.74,0.013,1134.0,20737,6,5,2018-01-05 13:28:00,1
6.619,0.015,2936.0,20021,6,5,2018-01-05 13:29:00,1
7.125,0.027,5409.0,26044,6,5,2018-01-05 13:30:00,1
8.426,0.017,273.34,19620,6,5,2018-01-05 13:31:00,1
27.714,0.078,1802.0,25766,6,5,2018-01-05 13:32:00,1
5.684,0.009,68.352,16287,6,5,2018-01-05 13:33:00,1
8.692,0.027,4605.0,24359,6,5,2018-01-05 13:34:00,1
7.746,0.016,1403.0,21384,6,5,2018-01-05 13:35:00,1
5.496,0.013,136.607,22479,6,5,2018-01-05 13:36:00,1
8.821,0.016,410.164,19827,6,5,2018-01-05 13:37:00,1
8.667,0.019,136.431,22183,6,5,2018-01-05 13:38:00,1
23.965,0.046,3209.0,19524,6,5,2018-01-05 13:39:00,1
6.693,0.017,1403.0,25521,6,5,2018-01-05 13:40:00,1
5.983,0.012,1334.0,25208,6,5,2018-01-05 13:41:00,1
4.504,0.009,0.0,24147,6,5,2018-01-05 13:42:00,1
5.402,0.009,0.0,21985,6,5,2018-01-05 13:43:00,1
51.485,0.113,1068.0,26305,6,5,2018-01-05 13:44:00,1
20.135,0.05,410.352,21306,6,5,2018-01-05 13:45:00,1
7.342,0.018,2533.0,24600,6,5,2018-01-05 13:46:00,1
19.074,0.034,409.771,18408,6,5,2018-01-05 13:47:00,1
5.586,0.016,2203.0,27773,6,5,2018-01-05 13:48:00,1
4.984,0.016,2204.0,26180,6,5,2018-01-05 13:49:00,1
8.12,0.014,0.0,23776,6,5,2018-01-05 13:50:00,1
7.273,0.017,546.977,23436,6,5,2018-01-05 13:51:00,1
62.032,0.196,0.0,27954,6,5,2018-01-05 13:52:00,1
10.866,0.024,136.653,20685,6,5,2018-01-05 13:53:00,1
8.538,0.017,1869.0,19095,6,5,2018-01-05 13:54:00,1
5.944,0.014,0.0,22922,6,5,2018-01-05 13:55:00,1
4.727,0.01,0.0,24121,6,5,2018-01-05 13:56:00,1
5.519,0.01,1269.0,23369,6,5,2018-01-05 13:57:00,1
5.702,0.013,136.664,26559,6,5,2018-01-05 13:58:00,1
7.759,0.015,342.046,22514,6,5,2018-01-05 13:59:00,1
11.726,0.043,1735.0,35032,6,5,2018-01-05 14:00:00,1
6.955,0.016,1535.0,23432,6,5,2018-01-05 14:01:00,1
28.537,0.071,273.374,23693,6,5,2018-01-05 14:02:00,1
16.784,0.027,0.0,20705,6,5,2018-01-05 14:03:00,1
6.118,0.012,1737.0,20108,6,5,2018-01-05 14:04:00,1
5.45,0.016,0.0,24707,6,5,2018-01-05 14:05:00,1
6.333,0.01,1202.0,17165,6,5,2018-01-05 14:06:00,1
27.869,0.071,0.0,24453,6,5,2018-01-05 14:07:00,1
14.677,0.03,752.061,20831,6,5,2018-01-05 14:08:00,1
6.421,0.021,4271.0,30898,6,5,2018-01-05 14:09:00,1
22.071,0.031,136.624,14143,6,5,2018-01-05 14:10:00,1
4.457,0.01,0.0,23113,6,5,2018-01-05 14:11:00,1
5.551,0.009,0.0,19276,6,5,2018-01-05 14:12:00,1
5.246,0.011,273.534,22238,6,5,2018-01-05 14:13:00,1
7.264,0.015,1602.0,24557,6,5,2018-01-05 14:14:00,1
7.956,0.024,1602.0,29642,6,5,2018-01-05 14:15:00,1
7.798,0.016,821.219,20450,6,5,2018-01-05 14:16:00,1
7.461,0.024,3136.0,27687,6,5,2018-01-05 14:17:00,1
5.895,0.011,820.773,18769,6,5,2018-01-05 14:18:00,1
5.235,0.012,3872.0,21628,6,5,2018-01-05 14:19:00,1
11.977,0.035,1136.0,25187,6,5,2018-01-05 14:20:00,1
7.469,0.018,2471.0,25515,6,5,2018-01-05 14:21:00,1
4.968,0.01,3074.0,20581,6,5,2018-01-05 14:22:00,1
4.939,0.008,0.0,19103,6,5,2018-01-05 14:23:00,1
6.592,0.016,3006.0,21909,6,5,2018-01-05 14:24:00,1
45.25,0.133,1003.0,27674,6,5,2018-01-05 14:25:00,1
22.8,0.038,0.0,17900,6,5,2018-01-05 14:26:00,1
11.315,0.021,824.906,59881,0,0,2018-01-05 14:27:00,0
11.908,0.026,1071.0,61299,0,0,2018-01-05 14:28:00,0
6.0,0.011,0.0,59334,0,0,2018-01-05 14:29:00,0
14.788,0.016,2210.0,54648,0,0,2018-01-05 14:30:00,0
7.103,0.013,1208.0,59786,0,0,2018-01-05 14:31:00,0
6.266,0.015,958.769,58385,0,0,2018-01-05 14:32:00,0
29.247,0.091,2611.0,78202,0,0,2018-01-05 14:33:00,0
19.583,0.008,1072.0,12868,0,0,2018-01-05 14:34:00,0
7.162,0.018,0.0,57887,0,0,2018-01-05 14:35:00,0
13.358,0.024,3084.0,88021,0,0,2018-01-05 14:36:00,0
18.868,0.017,0.0,6952,0,0,2018-01-05 14:37:00,0
8.343,0.028,1941.0,85338,0,0,2018-01-05 14:38:00,0
16.625,0.036,1874.0,54623,0,0,2018-01-05 14:39:00,0
6.226,0.012,0.0,51695,0,0,2018-01-05 14:40:00,0
11.686,0.02,1204.0,60260,0,0,2018-01-05 14:41:00,0
8.317,0.014,4289.0,56090,0,0,2018-01-05 14:42:00,0
10.647,0.024,0.0,61063,0,0,2018-01-05 14:43:00,0
11.619,0.008,0.0,53588,0,0,2018-01-05 14:44:00,0
7.611,0.014,890.844,60161,0,0,2018-01-05 14:45:00,0
7.948,0.02,1539.0,61281,0,0,2018-01-05 14:46:00,0
61.929,0.116,1073.0,59741,0,0,2018-01-05 14:47:00,0
8.511,0.019,1140.0,56669,0,0,2018-01-05 14:48:00,0
8.543,0.012,618.601,55108,0,0,2018-01-05 14:49:00,0
26.622,0.066,1542.0,36545,0,0,2018-01-05 14:50:00,0
14.16,0.012,1474.0,53481,0,0,2018-01-05 14:51:00,0
7.088,0.016,824.352,71715,0,0,2018-01-05 14:52:00,0
6.366,0.015,1942.0,34561,0,0,2018-01-05 14:53:00,0
8.229,0.019,0.0,92699,0,0,2018-01-05 14:54:00,0
8.286,0.01,1410.0,16926,0,0,2018-01-05 14:55:00,0
16.048,0.045,0.0,75434,0,0,2018-01-05 14:56:00,0
8.294,0.009,754.012,55292,0,0,2018-01-05 14:57:00,0
8.883,0.022,1141.0,85429,0,0,2018-01-05 14:58:00,0
5.347,0.009,752.658,34279,0,0,2018-01-05 14:59:00,0
8.75,0.016,0.0,36504,0,0,2018-01-05 15:00:00,0
10.925,0.025,1476.0,60927,0,0,2018-01-05 15:01:00,0
14.174,0.033,1548.0,85588,0,0,2018-01-05 15:02:00,0
61.714,0.195,4079.0,64067,0,0,2018-01-05 15:03:00,0
11.585,0.021,0.0,55669,0,0,2018-01-05 15:04:00,0
7.564,0.013,0.0,56668,0,0,2018-01-05 15:05:00,0
8.242,0.009,890.546,50776,0,0,2018-01-05 15:06:00,0
5.852,0.011,1006.0,53470,0,0,2018-01-05 15:07:00,0
23.385,0.066,2077.0,56090,0,0,2018-01-05 15:08:00,0
26.189,0.047,2480.0,52949,0,0,2018-01-05 15:09:00,0
7.4,0.015,0.0,55572,0,0,2018-01-05 15:10:00,0
6.082,0.015,0.0,55149,0,0,2018-01-05 15:11:00,0
8.967,0.014,825.494,50183,0,0,2018-01-05 15:12:00,0
7.817,0.017,0.0,60720,0,0,2018-01-05 15:13:00,0
7.437,0.009,1207.0,56176,0,0,2018-01-05 15:14:00,0
31.048,0.076,274.267,62272,0,0,2018-01-05 15:15:00,0
7.661,0.008,205.881,54888,0,0,2018-01-05 15:16:00,0
16.889,0.036,3085.0,37156,0,0,2018-01-05 15:17:00,0
6.051,0.02,1808.0,65838,0,0,2018-01-05 15:18:00,0
20.571,0.041,0.0,82306,0,0,2018-01-05 15:19:00,0
8.603,0.011,0.0,54035,0,0,2018-01-05 15:20:00,0
8.333,0.012,0.0,52524,0,0,2018-01-05 15:21:00,0
32.93,0.078,617.824,58189,0,0,2018-01-05 15:22:00,0
18.884,0.041,1472.0,56861,0,0,2018-01-05 15:23:00,0
10.581,0.016,0.0,51663,0,0,2018-01-05 15:24:00,0
7.089,0.019,1138.0,57583,0,0,2018-01-05 15:25:00,0
7.184,0.012,549.868,52020,0,0,2018-01-05 15:26:00,0
7.556,0.009,479.786,48728,0,0,2018-01-05 15:27:00,0
46.472,0.139,1006.0,55716,0,0,2018-01-05 15:28:00,0
11.815,0.021,1004.0,59113,0,0,2018-01-05 15:29:00,0
7.623,0.014,0.0,60151,0,0,2018-01-05 15:30:00,0
9.243,0.016,822.249,58015,0,0,2018-01-05 15:31:00,0
7.571,0.011,0.0,55514,0,0,2018-01-05 15:32:00,0
17.255,0.044,2743.0,61142,0,0,2018-01-05 15:33:00,0
7.869,0.008,0.0,54545,0,0,2018-01-05 15:34:00,0
15.379,0.027,2824.0,57887,0,0,2018-01-05 15:35:00,0
13.325,0.038,616.867,61714,0,0,2018-01-05 15:36:00,0
